task_id,status,suggestion
DS0488,"Failed: ValueError: Expected 2D array, got 1D array instead:
array=[ 1.  -0.5  1. ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample.","[{""api"": ""Categorical.reshape"", ""type"": ""method"", ""belongs_to"": ""Categorical"", ""required_params"": [""self"", ""args"", ""kwargs""], ""optional_params"": [], ""description"": """"}]"
DS0489,Failed: Logic Error (Assertion failed),[]
DS0490,"Failed: ValueError: operands could not be broadcast together with shapes (5,50) (5,) ",[]
DS0491,Failed: Logic Error (Assertion failed),[]
DS0492,Failed: Logic Error (Assertion failed),[]
DS0493,Passed,[]
DS0494,Failed: Logic Error (Assertion failed),[]
DS0495,Passed,[]
DS0496,Passed,[]
DS0497,Passed,[]
DS0498,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0499,Failed: Logic Error (Assertion failed),[]
DS0500,Failed: NameError: name 'n' is not defined,"[{""api"": ""Series.ne"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""other""], ""optional_params"": [""level"", ""fill_value"", ""axis""], ""description"": ""Return Not equal to of series and other, element-wise (binary operator `ne`).""}]"
DS0501,Failed: Logic Error (Assertion failed),[]
DS0502,Failed: Logic Error (Assertion failed),[]
DS0503,Failed: Logic Error (Assertion failed),[]
DS0504,Failed: Logic Error (Assertion failed),[]
DS0505,Failed: Logic Error (Assertion failed),[]
DS0506,"Failed: ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().","[{""api"": ""Series.bool"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Return the bool of a single element Series or DataFrame.""}]"
DS0507,Failed: Logic Error (Assertion failed),[]
DS0508,Passed,[]
DS0509,Failed: Logic Error (Assertion failed),[]
DS0510,Failed: Logic Error (Assertion failed),[]
DS0511,Failed: AttributeError: 'NoneType' object has no attribute 'get_texts',[]
DS0512,Failed: Logic Error (Assertion failed),[]
DS0513,Passed,[]
DS0514,Failed: Logic Error (Assertion failed),[]
DS0515,Failed: Logic Error (Assertion failed),[]
DS0516,Failed: Logic Error (Assertion failed),[]
DS0517,Failed: Logic Error (Assertion failed),[]
DS0518,Passed,[]
DS0519,Passed,[]
DS0520,Failed: Logic Error (Assertion failed),[]
DS0521,Failed: Logic Error (Assertion failed),[]
DS0522,Passed,[]
DS0523,Failed: Logic Error (Assertion failed),[]
DS0524,Failed: Logic Error (Assertion failed),[]
DS0525,Passed,[]
DS0526,Failed: Logic Error (Assertion failed),[]
DS0527,Passed,[]
DS0528,Failed: Logic Error (Assertion failed),[]
DS0529,Failed: AttributeError: 'Line2D' object has no attribute 'set_facecolor',"[{""api"": ""Text.set_color"", ""type"": ""method"", ""belongs_to"": ""Text"", ""required_params"": [""self"", ""color""], ""optional_params"": [], ""description"": ""Set the foreground color of the text""}, {""api"": ""Line2D.set_markerfacecolor"", ""type"": ""method"", ""belongs_to"": ""Line2D"", ""required_params"": [""self"", ""fc""], ""optional_params"": [], ""description"": ""Set the marker face color.""}]"
DS0530,Failed: AttributeError: 'Line2D' object has no attribute 'set_edgecolor',"[{""api"": ""Text.set_color"", ""type"": ""method"", ""belongs_to"": ""Text"", ""required_params"": [""self"", ""color""], ""optional_params"": [], ""description"": ""Set the foreground color of the text""}, {""api"": ""Line2D.set_markeredgecolor"", ""type"": ""method"", ""belongs_to"": ""Line2D"", ""required_params"": [""self"", ""ec""], ""optional_params"": [], ""description"": ""Set the marker edge color.""}]"
DS0531,Failed: Logic Error (Assertion failed),[]
DS0532,Passed,[]
DS0533,Failed: Logic Error (Assertion failed),[]
DS0534,Passed,[]
DS0535,Passed,[]
DS0536,Passed,[]
DS0537,Passed,[]
DS0538,Failed: Logic Error (Assertion failed),[]
DS0539,Passed,[]
DS0540,Failed: Logic Error (Assertion failed),[]
DS0541,Passed,[]
DS0542,Passed,[]
DS0543,Passed,[]
DS0544,Failed: AttributeError: Line2D.set() got an unexpected keyword argument 'ax',"[{""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0545,Passed,[]
DS0546,Passed,[]
DS0547,Passed,[]
DS0548,Failed: Logic Error (Assertion failed),[]
DS0549,Failed: Logic Error (Assertion failed),[]
DS0550,Failed: Logic Error (Assertion failed),[]
DS0551,Passed,[]
DS0552,Passed,[]
DS0553,Passed,[]
DS0554,Passed,[]
DS0555,Failed: Logic Error (Assertion failed),[]
DS0556,Passed,[]
DS0557,Passed,[]
DS0558,Failed: Logic Error (Assertion failed),[]
DS0559,Passed,[]
DS0560,Failed: Logic Error (Assertion failed),[]
DS0561,Passed,[]
DS0562,Passed,[]
DS0563,Failed: Logic Error (Assertion failed),[]
DS0564,Failed: Logic Error (Assertion failed),[]
DS0565,Failed: Logic Error (Assertion failed),[]
DS0566,Failed: TypeError: regplot() got an unexpected keyword argument 'hist_kws',"[{""api"": ""seaborn.regplot"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""data"", ""x"", ""y"", ""x_estimator"", ""x_bins"", ""x_ci"", ""scatter"", ""fit_reg"", ""ci"", ""n_boot"", ""units"", ""seed"", ""order"", ""logistic"", ""lowess"", ""robust"", ""logx"", ""x_partial"", ""y_partial"", ""truncate"", ""dropna"", ""x_jitter"", ""y_jitter"", ""label"", ""color"", ""marker"", ""scatter_kws"", ""line_kws"", ""ax""], ""description"": ""Plot data and a linear regression model fit.""}]"
DS0567,Failed: Logic Error (Assertion failed),[]
DS0568,Passed,[]
DS0569,Passed,[]
DS0570,Failed: KeyError: 'color',[]
DS0571,Failed: Logic Error (Assertion failed),[]
DS0572,Passed,[]
DS0573,Failed: Logic Error (Assertion failed),[]
DS0574,Failed: Logic Error (Assertion failed),[]
DS0575,Failed: Logic Error (Assertion failed),[]
DS0576,Failed: AttributeError: 'Figure' object has no attribute 'plot',"[{""api"": ""GridSpec.subplots"", ""type"": ""method"", ""belongs_to"": ""GridSpec"", ""required_params"": [""self""], ""optional_params"": [""sharex"", ""sharey"", ""squeeze"", ""subplot_kw""], ""description"": ""Add all subplots specified by this `GridSpec` to its parent figure.""}]"
DS0577,Failed: AttributeError: PathCollection.set() got an unexpected keyword argument 'markersize',"[{""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0578,Failed: AttributeError: 'PathCollection' object has no attribute 'text',[]
DS0579,Passed,[]
DS0580,Failed: TypeError: Legend.__init__() got an unexpected keyword argument 'title_fontweight',[]
DS0581,Passed,[]
DS0582,Failed: AttributeError: 'Figure' object has no attribute '_gridspecs',"[{""api"": ""FigureBase.add_gridspec"", ""type"": ""method"", ""belongs_to"": ""FigureBase"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""nrows"", ""ncols""], ""description"": ""Low-level API for creating a `.GridSpec` that has this figure as a parent.""}]"
DS0583,Failed: Logic Error (Assertion failed),[]
DS0584,Passed,[]
DS0585,Failed: Logic Error (Assertion failed),[]
DS0586,Failed: NameError: name 'fig' is not defined,"[{""api"": ""ZeroInflatedPoisson.fit"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""start_params"", ""method"", ""maxiter"", ""full_output"", ""disp"", ""callback"", ""cov_type"", ""cov_kwds"", ""use_t""], ""description"": ""Fit the model using maximum likelihood.""}, {""api"": ""matplotlib.pyplot.figure"", ""type"": ""function"", ""required_params"": [""kwargs""], ""optional_params"": [""num"", ""figsize"", ""dpi"", ""facecolor"", ""edgecolor"", ""frameon"", ""FigureClass"", ""clear""], ""description"": ""Create a new figure, or activate an existing figure.""}]"
DS0587,Passed,[]
DS0588,Failed: Logic Error (Assertion failed),[]
DS0589,Passed,[]
DS0590,Failed: AttributeError: Line2D.set() got an unexpected keyword argument 'fontsize',"[{""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0591,Passed,[]
DS0592,"Failed: ValueError: array([[1, 0, 0, 1],
       [0, 1, 0, 1],
       [0, 0, 1, 1]]) is not a valid value for color: supported inputs are (r, g, b) and (r, g, b, a) 0-1 float tuples; '#rrggbb', '#rrggbbaa', '#rgb', '#rgba' strings; named color strings; string reprs of 0-1 floats for grayscale values; 'C0', 'C1', ... strings for colors of the color cycle; and pairs combining one of the above with an alpha value","[{""api"": ""pandas.array"", ""type"": ""function"", ""required_params"": [""data""], ""optional_params"": [""dtype"", ""copy""], ""description"": ""Create an array.""}]"
DS0593,Failed: TypeError: LogScale.__init__() got an unexpected keyword argument 'basex',[]
DS0594,Failed: Logic Error (Assertion failed),[]
DS0595,Failed: Logic Error (Assertion failed),[]
DS0596,Failed: Logic Error (Assertion failed),[]
DS0597,Passed,[]
DS0598,Failed: Logic Error (Assertion failed),[]
DS0599,Failed: Logic Error (Assertion failed),[]
DS0600,Failed: AttributeError: 'NoneType' object has no attribute 'get_texts',[]
DS0601,Failed: Logic Error (Assertion failed),[]
DS0602,Passed,[]
DS0603,"Failed: ValueError: 'top' is not a valid value for align; supported values are 'center', 'right', 'left'",[]
DS0604,Failed: Logic Error (Assertion failed),[]
DS0605,Failed: Logic Error (Assertion failed),[]
DS0606,Failed: Logic Error (Assertion failed),[]
DS0607,Passed,[]
DS0608,Failed: Logic Error (Assertion failed),[]
DS0609,Failed: Logic Error (Assertion failed),[]
DS0610,Failed: Logic Error (Assertion failed),[]
DS0611,Passed,[]
DS0612,Failed: ValueError: Unrecognized marker style '*v',[]
DS0613,Passed,[]
DS0614,Passed,[]
DS0615,Passed,[]
DS0616,Failed: AttributeError: 'NoneType' object has no attribute 'get_lines',[]
DS0617,Failed: Logic Error (Assertion failed),[]
DS0618,Passed,[]
DS0619,Failed: Logic Error (Assertion failed),[]
DS0620,"Failed: ValueError: '' is not a valid value for color: supported inputs are (r, g, b) and (r, g, b, a) 0-1 float tuples; '#rrggbb', '#rrggbbaa', '#rgb', '#rgba' strings; named color strings; string reprs of 0-1 floats for grayscale values; 'C0', 'C1', ... strings for colors of the color cycle; and pairs combining one of the above with an alpha value",[]
DS0621,Failed: Logic Error (Assertion failed),[]
DS0622,Failed: Logic Error (Assertion failed),[]
DS0623,Passed,[]
DS0624,Passed,[]
DS0625,Failed: ValueError: 'facecolor' or 'color' argument must be a valid color orsequence of colors.,[]
DS0626,Failed: Logic Error (Assertion failed),[]
DS0627,Passed,[]
DS0628,Passed,[]
DS0629,Failed: Logic Error (Assertion failed),[]
DS0630,Failed: Logic Error (Assertion failed),[]
DS0631,Passed,[]
DS0632,Failed: Logic Error (Assertion failed),[]
DS0633,Passed,[]
DS0634,Passed,[]
DS0635,Failed: Logic Error (Assertion failed),[]
DS0636,Passed,[]
DS0637,Failed: Logic Error (Assertion failed),[]
DS0638,Failed: Logic Error (Assertion failed),[]
DS0639,Passed,[]
DS0640,Failed: IndexError: list index out of range,[]
DS0641,Passed,[]
DS0642,Failed: AttributeError: 'tuple' object has no attribute 'flatten',[]
DS0643,Passed,[]
DS0644,Failed: Logic Error (Assertion failed),[]
DS0645,Failed: Logic Error (Assertion failed),[]
DS0646,"Failed: ValueError: ['r', 'r', 'b', 'b'] is not a valid value for color: supported inputs are (r, g, b) and (r, g, b, a) 0-1 float tuples; '#rrggbb', '#rrggbbaa', '#rgb', '#rgba' strings; named color strings; string reprs of 0-1 floats for grayscale values; 'C0', 'C1', ... strings for colors of the color cycle; and pairs combining one of the above with an alpha value",[]
DS0647,Failed: Logic Error (Assertion failed),[]
DS0648,Passed,[]
DS0649,Failed: ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),"[{""api"": ""TimedeltaIndex.any"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""args"", ""kwargs""], ""optional_params"": [], ""description"": ""Return whether any element is Truthy.""}]"
DS0650,Failed: AttributeError: 'Styler' object has no attribute 'render',[]
DS0651,Failed: AttributeError: Text.set() got an unexpected keyword argument 'labelpad',"[{""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0652,Failed: Logic Error (Assertion failed),[]
DS0653,Passed,[]
DS0654,"Failed: ValueError: Could not interpret value `time` for `x`. Value is a string, but `data` was not passed.",[]
DS0655,"Failed: ValueError: Could not interpret value `time` for `x`. Value is a string, but `data` was not passed.",[]
DS0656,"Failed: ValueError: Invalid `kind`: 'scatter'. Options are 'strip', 'swarm', 'box', 'boxen', 'violin', 'bar', 'count', and 'point'.",[]
DS0657,Passed,[]
DS0658,Passed,[]
DS0659,Passed,[]
DS0660,Passed,[]
DS0661,Failed: Logic Error (Assertion failed),[]
DS0662,Failed: AttributeError: Line2D.set() got an unexpected keyword argument 'xticks',"[{""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0663,Failed: TypeError: gca() got an unexpected keyword argument 'projection',"[{""api"": ""FigureBase.gca"", ""type"": ""method"", ""belongs_to"": ""FigureBase"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Get the current Axes.""}]"
DS0664,Passed,[]
DS0665,Failed: Logic Error (Assertion failed),[]
DS0666,Passed,[]
DS0667,Passed,[]
DS0668,Passed,[]
DS0669,Failed: Logic Error (Assertion failed),[]
DS0670,Failed: Logic Error (Assertion failed),[]
DS0671,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0672,Failed: Logic Error (Assertion failed),[]
DS0673,Failed: NameError: name 'ds' is not defined,"[{""api"": ""Timestamp.dst"", ""type"": ""method"", ""belongs_to"": ""Timestamp"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Return the daylight saving time (DST) adjustment.""}]"
DS0674,"Failed: IndentationError: expected an indented block after function definition on line 5 (<string>, line 6)",[]
DS0675,Failed: Logic Error (Assertion failed),[]
DS0676,Failed: TypeError: unsupported operand type(s) for -: 'int' and 'list',"[{""api"": ""UInt8Dtype.type"", ""type"": ""method"", ""belongs_to"": ""UInt8Dtype"", ""required_params"": [], ""optional_params"": [], ""description"": ""Unsigned integer type, compatible with C ``unsigned char``.""}]"
DS0677,Failed: Logic Error (Assertion failed),[]
DS0678,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0679,Failed: TypeError: unsupported operand type(s) for -: 'int' and 'list',"[{""api"": ""UInt8Dtype.type"", ""type"": ""method"", ""belongs_to"": ""UInt8Dtype"", ""required_params"": [], ""optional_params"": [], ""description"": ""Unsigned integer type, compatible with C ``unsigned char``.""}]"
DS0680,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0681,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0682,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0683,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0684,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0685,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0686,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0687,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0688,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0689,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0690,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0691,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0692,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0693,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0694,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0695,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0696,Failed: Logic Error (Assertion failed),[]
DS0697,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0698,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0699,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0700,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0701,Failed: NameError: name 'A' is not defined,[]
DS0702,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0703,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0704,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0705,Failed: TypeError: cannot pickle 'SymbolicTensor' object,[]
DS0706,Failed: Logic Error (Assertion failed),[]
DS0707,Failed: Logic Error (Assertion failed),[]
DS0708,Failed: Logic Error (Assertion failed),[]
DS0709,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0710,Passed,[]
DS0711,Passed,[]
DS0712,Failed: Logic Error (Assertion failed),[]
DS0713,"Failed: ValueError: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (2, 3) + inhomogeneous part.",[]
DS0714,Failed: NameError: name 'z' is not defined,[]
DS0715,Passed,[]
DS0716,Failed: NameError: name 'minimize' is not defined,"[{""api"": ""ZeroInflatedPoisson.initialize"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Initialize is called by""}, {""api"": ""RLM._initialize"", ""type"": ""method"", ""belongs_to"": ""RLM"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Initializes the model for the IRLS fit.""}]"
DS0717,Failed: NameError: name 'p_values' is not defined,"[{""api"": ""TimedeltaIndex._map_values"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""mapper""], ""optional_params"": [""na_action"", ""convert""], ""description"": ""An internal function that maps values using the input""}, {""api"": ""NullLocator.tick_values"", ""type"": ""method"", ""belongs_to"": ""NullLocator"", ""required_params"": [""self"", ""vmin"", ""vmax""], ""optional_params"": [], ""description"": ""Return the locations of the ticks.""}]"
DS0718,Failed: NameError: name 'p_values' is not defined,"[{""api"": ""TimedeltaIndex._map_values"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""mapper""], ""optional_params"": [""na_action"", ""convert""], ""description"": ""An internal function that maps values using the input""}, {""api"": ""NullLocator.tick_values"", ""type"": ""method"", ""belongs_to"": ""NullLocator"", ""required_params"": [""self"", ""vmin"", ""vmax""], ""optional_params"": [], ""description"": ""Return the locations of the ticks.""}]"
DS0719,Failed: NameError: name 'z_scores' is not defined,"[{""api"": ""ZeroInflatedPoisson.score"", ""type"": ""method"", ""belongs_to"": ""ZeroInflatedPoisson"", ""required_params"": [""self"", ""params""], ""optional_params"": [], ""description"": ""Score vector of model.""}, {""api"": ""GeneralizedPoisson._score_p"", ""type"": ""method"", ""belongs_to"": ""GeneralizedPoisson"", ""required_params"": [""self"", ""params""], ""optional_params"": [], ""description"": ""Generalized Poisson model derivative of the log-likelihood by p-parameter""}]"
DS0720,Failed: NameError: name 'lognorm' is not defined,"[{""api"": ""Timestamp.floor"", ""type"": ""method"", ""belongs_to"": ""Timestamp"", ""required_params"": [""self"", ""freq""], ""optional_params"": [""ambiguous"", ""nonexistent""], ""description"": ""Return a new Timestamp floored to this resolution.""}, {""api"": ""Subplot.loglog"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""args"", ""kwargs""], ""optional_params"": [], ""description"": ""Make a plot with log scaling on both the x- and y-axis.""}]"
DS0721,Failed: NameError: name 'expected_value' is not defined,"[{""api"": ""Normalize.process_value"", ""type"": ""method"", ""belongs_to"": ""Normalize"", ""required_params"": [""value""], ""optional_params"": [], ""description"": ""Homogenize the input *value* for easy and efficient normalization.""}, {""api"": ""Series._set_value"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""label"", ""value""], ""optional_params"": [""takeable""], ""description"": ""Quickly set single value at passed label.""}]"
DS0722,Passed,[]
DS0723,"Failed: IndentationError: expected an indented block after function definition on line 5 (<string>, line 6)",[]
DS0724,Failed: ValueError: too many values to unpack (expected 4),[]
DS0725,Failed: NameError: name 'data' is not defined,"[{""api"": ""Timestamp.date"", ""type"": ""method"", ""belongs_to"": ""Timestamp"", ""required_params"": [""self""], ""optional_params"": [], ""description"": ""Return date object with same year, month and day.""}, {""api"": ""Line2D.set_data"", ""type"": ""method"", ""belongs_to"": ""Line2D"", ""required_params"": [""self"", ""args""], ""optional_params"": [], ""description"": ""Set the x and y data.""}]"
DS0726,Failed: AttributeError: module 'scipy.misc' has no attribute 'face',[]
DS0727,Failed: AttributeError: 'csr_matrix' object has no attribute 'A',[]
DS0728,Failed: NameError: name 'kstest' is not defined,"[{""api"": ""statsmodels.api.test"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""extra_args"", ""exit""], ""description"": ""Run the test suite""}, {""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0729,"Failed: IndentationError: expected an indented block after function definition on line 13 (<string>, line 14)",[]
DS0730,Failed: NameError: name 'kstest' is not defined,"[{""api"": ""statsmodels.api.test"", ""type"": ""function"", ""required_params"": [], ""optional_params"": [""extra_args"", ""exit""], ""description"": ""Run the test suite""}, {""api"": ""PairGrid.set"", ""type"": ""method"", ""belongs_to"": ""PairGrid"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [], ""description"": ""Set attributes on each subplot Axes.""}]"
DS0731,Failed: ValueError: scipy sparse array classes do not support instantiation from a scalar,[]
DS0732,Failed: NameError: name 'Feature' is not defined,"[{""api"": ""seaborn.desaturate"", ""type"": ""function"", ""required_params"": [""color"", ""prop""], ""optional_params"": [], ""description"": ""Decrease the saturation channel of a color by some percent.""}, {""api"": ""seaborn.saturate"", ""type"": ""function"", ""required_params"": [""color""], ""optional_params"": [], ""description"": ""Return a fully saturated color with the same hue.""}]"
DS0733,Failed: NameError: name 'Feature' is not defined,"[{""api"": ""seaborn.desaturate"", ""type"": ""function"", ""required_params"": [""color"", ""prop""], ""optional_params"": [], ""description"": ""Decrease the saturation channel of a color by some percent.""}, {""api"": ""seaborn.saturate"", ""type"": ""function"", ""required_params"": [""color""], ""optional_params"": [], ""description"": ""Return a fully saturated color with the same hue.""}]"
DS0734,Failed: Logic Error (Assertion failed),[]
DS0735,Failed: Logic Error (Assertion failed),[]
DS0736,Failed: AttributeError: 'NoneType' object has no attribute 'tocsr',[]
DS0737,Failed: Logic Error (Assertion failed),[]
DS0738,Failed: Logic Error (Assertion failed),[]
DS0739,Failed: NameError: name 'img' is not defined,[]
DS0740,Failed: Logic Error (Assertion failed),[]
DS0741,Failed: Logic Error (Assertion failed),[]
DS0742,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0743,Failed: Logic Error (Assertion failed),[]
DS0744,Failed: Logic Error (Assertion failed),[]
DS0745,Failed: AttributeError: 'csr_matrix' object has no attribute 'std',[]
DS0746,Failed: NameError: name 'Max' is not defined,"[{""api"": ""TimedeltaIndex.max"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""args"", ""kwargs""], ""optional_params"": [""axis"", ""skipna""], ""description"": ""Return the maximum value of the Index.""}]"
DS0747,Failed: ValueError: object too deep for desired array,[]
DS0748,Failed: Logic Error (Assertion failed),[]
DS0749,"Failed: ValueError: cannot reshape array of size 20736 into shape (12,12)",[]
DS0750,"Failed: ValueError: cannot reshape array of size 20736 into shape (12,12)",[]
DS0751,"Failed: IndentationError: expected an indented block after function definition on line 5 (<string>, line 6)",[]
DS0752,Failed: NameError: name 'tck' is not defined,"[{""api"": ""DataFrame.stack"", ""type"": ""method"", ""belongs_to"": ""DataFrame"", ""required_params"": [""self""], ""optional_params"": [""level"", ""dropna"", ""sort"", ""future_stack""], ""description"": ""Stack the prescribed level(s) from columns to index.""}, {""api"": ""matplotlib.pyplot.yticks"", ""type"": ""function"", ""required_params"": [""kwargs""], ""optional_params"": [""ticks"", ""labels"", ""minor""], ""description"": ""Get or set the current tick locations and labels of the y-axis.""}]"
DS0753,Failed: NameError: name 'statistic' is not defined,"[{""api"": ""Subplot.stairs"", ""type"": ""method"", ""belongs_to"": ""Subplot"", ""required_params"": [""self"", ""values"", ""kwargs""], ""optional_params"": [""edges"", ""orientation"", ""baseline"", ""fill"", ""data""], ""description"": ""Draw a stepwise constant function as a line or a filled plot.""}, {""api"": ""str_.startswith"", ""type"": ""method"", ""belongs_to"": ""str_"", ""required_params"": [], ""optional_params"": [], ""description"": ""S.startswith(prefix[, start[, end]]) -> bool""}]"
DS0754,Failed: Logic Error (Assertion failed),[]
DS0755,Failed: Logic Error (Assertion failed),[]
DS0756,Passed,[]
DS0757,Passed,[]
DS0758,Passed,[]
DS0759,Failed: NameError: name 'p_value' is not defined,"[{""api"": ""TimedeltaIndex._map_values"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""mapper""], ""optional_params"": [""na_action"", ""convert""], ""description"": ""An internal function that maps values using the input""}, {""api"": ""Series._set_value"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""label"", ""value""], ""optional_params"": [""takeable""], ""description"": ""Quickly set single value at passed label.""}]"
DS0760,"Failed: IndentationError: expected an indented block after function definition on line 4 (<string>, line 5)",[]
DS0761,Failed: NameError: name 'kurtosis_result' is not defined,"[{""api"": ""Series.kurtosis"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""axis"", ""skipna"", ""numeric_only""], ""description"": ""Return unbiased kurtosis over requested axis.""}, {""api"": ""TimedeltaIndex._wrap_setop_result"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""other"", ""result""], ""optional_params"": [], ""description"": """"}]"
DS0762,Failed: NameError: name 'kurtosis_result' is not defined,"[{""api"": ""Series.kurtosis"", ""type"": ""method"", ""belongs_to"": ""Series"", ""required_params"": [""self"", ""kwargs""], ""optional_params"": [""axis"", ""skipna"", ""numeric_only""], ""description"": ""Return unbiased kurtosis over requested axis.""}, {""api"": ""TimedeltaIndex._wrap_setop_result"", ""type"": ""method"", ""belongs_to"": ""TimedeltaIndex"", ""required_params"": [""self"", ""other"", ""result""], ""optional_params"": [], ""description"": """"}]"
DS0763,"Failed: NotImplementedError: `interp2d` has been removed in SciPy 1.14.0.

For legacy code, nearly bug-for-bug compatible replacements are
`RectBivariateSpline` on regular grids, and `bisplrep`/`bisplev` for
scattered 2D data.

In new code, for regular grids use `RegularGridInterpolator` instead.
For scattered data, prefer `LinearNDInterpolator` or
`CloughTocher2DInterpolator`.

For more details see
https://scipy.github.io/devdocs/tutorial/interpolate/interp_transition_guide.html
",[]
DS0764,Failed: NameError: name 'z' is not defined,[]
